sentence_index	sentence
8938	A sudsy cautionary tale .
8939	A movie that tries to fuse the two ` woods ' but winds up a Bolly-Holly masala mess .
8940	Mr. Wedge and Mr. Saldanha handle the mix of verbal jokes and slapstick well .
8941	Their film falters , however , in its adherence to the Disney philosophy of required poignancy , a salute that I 'd hoped the movie would avoid .
8942	Leaves you with a knot in your stomach , its power is undercut by its own head-banging obviousness .
8943	Watching it is rather like an overlong visit from a large group of your relatives .
8944	As your relatives swap one mundane story after another , you begin to wonder if they are ever going to depart .
8945	Unfortunately , as a writer , Mr. Montias is n't nearly as good to his crew as he is as a director or actor .
8946	On the right track to something that 's creepy and effective ... It 's just going to take more than a man in a Bullwinkle costume to get there .
8947	The only thing that could possibly make them less interesting than they already are is for them to get full montied into a scrappy , jovial team .
8948	One of those movies where you walk out of the theater not feeling cheated exactly , but feeling pandered to , which , in the end , might be all the more infuriating .
8949	... this movie has a glossy coat of action movie excess while remaining heartless at its core .
8950	Murder By Numbers is like a couple of mediocre TV-movie - of-the-week films clumsily stuck together .
8951	The film is surprisingly well-directed by Brett Ratner , who keeps things moving well -- at least until the problematic third act .
8952	Warmed-over Tarantino by way of wannabe Elmore Leonard .
8953	-LRB- Sen 's -RRB- soap opera-ish approach undermines his good intentions .
8954	Showtime is one of the hapless victims of the arrogant `` if we put together a wry white man and a chatty black man and give them guns , the movie will be funny '' syndrome .
8955	Sushi for the connoisseurs of the macabre .
8956	Do n't waste your money .
8957	Though certainly original in form , Altar Boys requires a taste for Swamp Thing-type animation , doubled with a deafening score .
8958	There are n't many laughs in this interesting study of the cultural mores of Georgian Jews in Tel Aviv .
8959	There 's not enough to sustain the comedy .
8960	Like those to Rome , all roads in The Banger Sisters inevitably lead to a joke about Hawn 's breasts , which constantly threaten to upstage the woman sporting them .
8961	We may get the full visceral impact of a ruthless army on the warpath but no sense of the devilish complexity of the Balkans conflict .
8962	You 're better off staying home and watching The X-Files .
8963	Chaotic , self-indulgent and remarkably ugly to look at , it 's ... like a series of pretentiously awful student films strung together into one feature-length horror .
8964	Bears resemblance to , and shares the weaknesses of , too many recent action-fantasy extravaganzas in which special effects overpower cogent story-telling and visual clarity during the big action sequences .
8965	This is the type of movie best enjoyed by frat boys and college kids while sucking on the bong and downing one alcoholic beverage after another .
8966	Friday After Next has the same problem that Next Friday did -- it 's called Where 's Chris Tucker When You Need Him ?
8967	This film is full of rabbits .
8968	Brimful .
8969	But like most rabbits , it seems to lack substance .
8970	I weep for the future when a good portion of the respected critical community in this country consider Blue Crush to be an intelligent film about young women .
8971	I kept wishing I was watching a documentary about the wartime Navajos and what they accomplished instead of all this specious Hollywood hoo-ha .
8972	No number of fantastic sets , extras , costumes and spectacular locales can disguise the emptiness at the center of the story .
8973	A movie far more cynical and lazy than anything a fictitious Charlie Kaufman might object to .
8974	Could The Country Bears really be as bad as its trailers ?
8975	In a word -- yes .
8976	If High Crimes were any more generic it would have a universal product code instead of a title .
8977	Reggio falls victim to relying on the very digital technology that he fervently scorns , creating a meandering , inarticulate and ultimately disappointing film .
8978	The movie makes absolutely no sense .
8979	Its underlying mythology is a hodgepodge of inconsistencies that pose the question : Since when did dumb entertainment have to be this dumb ?
8980	The problem with this film is that it 's forced to make its characters idiots in order to advance the plot .
8981	Had anyone here done anything remotely intelligent , we all could have stopped watching long ago .
8982	Despite the authenticity of the trappings , the film is overblown in its plotting , hackneyed in its dialogue and anachronistic in its style .
8983	Murder and mayhem of this sort quickly becomes monotonous .
8984	The journey toward redemption feels more like a cinematic experiment than a full-blown movie .
8985	That Zhang would make such a strainingly cute film -- with a blind orphan at its center , no less -- indicates where his ambitions have wandered .
8986	The Gantzes ' interviews tend to let the guys off the hook .
8987	The streets , shot by cinematographer Michael Ballhaus , may be as authentic as they are mean , but it is nearly impossible to care about what happens on them .
8988	This is a good movie in spurts , but when it does n't work , it 's at important times .
8989	Parker probably thinks he 's shaking up a classic the way Kenneth Branagh and Baz Luhrmann have , but this half-hearted messing-about just makes us miss Wilde 's still-contemporary play .
8990	Flotsam in the sea of moviemaking , not big enough for us to worry about it causing significant harm and not smelly enough to bother despising .
